6.59E-58	60	1.94E-42	1.00E+00
1.10E-55	60	2.80E-43	1.00E+00
1.31E-55	60	2.51E-40	1.00E+00
2.84E-57	60	1.53E-50	1.00E+00
2.65E-56	60	1.06E-41	1.21E-36
3.21E-55	60	1.06E-41	1.00E+00
2.00E-56	60	8.04E-43	1.00E+00
2.86E-57	60	1.00E+00	1.53E-50
6.99E-55	60	7.51E-39	1.00E+00
1.88E-54	60	1.94E-42	1.00E+00
1.16E-54	60	2.51E-40	1.00E+00
2.14E-54	60	8.04E-43	1.00E+00
4.92E-54	60	2.80E-43	1.00E+00
3.66E-56	60	1.00E+00	1.53E-50
1.37E-54	60	1.00E+00	2.51E-40
4.97E-54	60	1.79E-38	1.00E+00
2.07E-54	60	8.04E-43	1.00E+00
6.94E-58	60	1.00E+00	1.53E-50
5.62E-56	60	7.79E-47	6.26E-40
3.14E-56	60	1.00E+00	1.53E-50
1.21E-53	60	1.79E-38	1.00E+00
1.22E-53	60	1.06E-41	1.00E+00
1.01E-55	60	1.00E+00	1.60E-38
1.20E-53	60	1.06E-41	1.00E+00
5.90E-54	60	3.68E-46	1.00E+00
5.90E-54	60	3.68E-46	1.00E+00
3.57E-54	60	2.51E-40	1.00E+00
2.21E-53	60	2.80E-43	1.00E+00
1.40E-53	60	2.81E-41	1.00E+00
6.75E-54	60	1.06E-41	1.00E+00
7.34E-54	60	1.00E+00	1.34E-40
2.33E-53	60	1.94E-42	1.00E+00
1.32E-53	60	1.00E+00	5.92E-39
1.27E-55	60	1.53E-50	1.00E+00
1.17E-53	60	1.00E+00	1.63E-42
1.12E-53	60	1.06E-41	1.00E+00
8.25E-54	60	3.68E-46	1.00E+00
8.25E-54	60	3.68E-46	1.00E+00
1.38E-53	60	2.80E-43	1.00E+00
1.65E-53	60	1.00E+00	1.06E-41
3.80E-54	60	1.07E-40	1.00E+00
3.91E-54	60	1.06E-41	9.78E-38
2.59E-53	60	1.94E-42	1.00E+00
1.85E-53	60	1.94E-42	1.00E+00
4.52E-55	60	1.00E+00	1.53E-50
2.56E-53	60	8.04E-43	1.00E+00
2.56E-53	60	8.04E-43	1.00E+00
7.08E-56	60	1.00E+00	1.53E-50
7.08E-56	60	1.00E+00	1.53E-50
7.08E-56	60	1.00E+00	1.53E-50
7.08E-56	60	1.00E+00	1.53E-50
7.08E-56	60	1.00E+00	1.53E-50
7.32E-55	60	1.00E+00	1.53E-50
1.23E-53	60	1.06E-41	1.00E+00
1.26E-53	60	3.68E-46	1.00E+00
1.26E-53	60	3.68E-46	1.00E+00
1.26E-53	60	3.68E-46	1.00E+00
1.26E-53	60	3.68E-46	1.00E+00
1.26E-53	60	3.68E-46	1.00E+00
1.26E-53	60	3.68E-46	1.00E+00
5.41E-53	60	8.04E-43	1.00E+00
9.34E-54	60	1.00E+00	2.51E-40
1.00E-53	60	1.60E-38	1.00E+00
5.52E-53	60	1.00E+00	1.00E+00
7.03E-53	60	8.04E-43	1.00E+00
2.18E-53	60	1.00E+00	2.51E-40
7.13E-53	60	8.04E-43	1.00E+00
2.97E-53	60	8.04E-43	1.00E+00
8.92E-56	60	1.00E+00	1.53E-50
8.92E-56	60	1.00E+00	1.53E-50
9.86E-56	60	1.00E+00	1.53E-50
1.82E-54	60	1.00E+00	6.26E-40
3.69E-53	60	1.06E-41	1.00E+00
1.88E-53	60	3.68E-46	1.00E+00
1.88E-53	60	3.68E-46	1.00E+00
3.09E-53	60	3.89E-36	9.78E-38
7.39E-53	60	1.00E+00	2.80E-43
7.95E-53	60	1.00E+00	1.08E-36
7.95E-53	60	1.00E+00	1.08E-36
1.05E-52	60	1.94E-42	1.00E+00
7.87E-53	60	1.46E-36	1.00E+00
7.25E-53	60	2.63E-42	1.00E+00
2.49E-54	60	8.04E-43	1.00E+00
4.56E-53	60	1.79E-38	1.00E+00
2.57E-54	60	8.87E-49	4.09E-37
2.57E-54	60	8.87E-49	4.09E-37
7.94E-53	60	1.00E+00	1.63E-42
2.57E-54	60	8.87E-49	4.09E-37
8.26E-53	60	1.94E-42	1.00E+00
9.52E-53	60	2.80E-43	1.00E+00
9.35E-53	60	2.80E-43	1.00E+00
9.50E-54	60	1.00E+00	2.51E-40
9.89E-53	60	2.80E-43	1.00E+00
5.32E-54	60	1.00E+00	1.53E-50
5.32E-54	60	1.00E+00	1.53E-50
1.06E-52	60	1.94E-42	1.00E+00
1.21E-52	60	1.08E-36	1.00E+00
1.52E-52	60	2.80E-43	1.00E+00
1.88E-53	60	4.40E-44	1.00E+00
9.77E-53	60	1.94E-42	1.00E+00
1.31E-52	60	3.68E-46	1.00E+00
1.31E-52	60	3.68E-46	1.00E+00
6.80E-53	60	1.00E+00	1.53E-43
5.87E-53	60	1.00E+00	1.07E-40
1.20E-52	60	1.94E-42	1.00E+00
1.27E-54	60	4.09E-37	1.53E-50
5.31E-53	60	8.04E-43	1.00E+00
1.59E-52	60	1.94E-42	1.00E+00
2.23E-52	60	8.04E-43	1.00E+00
1.05E-52	60	8.04E-43	1.00E+00
2.14E-53	60	1.07E-40	1.00E+00
1.28E-52	60	1.00E+00	1.94E-42
1.94E-52	60	1.63E-42	1.00E+00
1.34E-52	60	8.04E-43	1.00E+00
1.04E-52	60	1.06E-41	1.00E+00
1.34E-52	60	8.04E-43	1.00E+00
1.67E-52	60	1.94E-42	1.00E+00
1.53E-52	60	1.00E+00	4.44E-36
6.15E-56	60	1.00E+00	1.53E-50
2.34E-52	60	1.29E-34	1.00E+00
2.59E-53	60	1.00E+00	2.51E-40
4.05E-54	60	1.53E-50	1.00E+00
1.28E-52	60	2.80E-43	1.00E+00
1.42E-52	60	5.78E-38	1.00E+00
1.91E-52	60	2.81E-41	1.00E+00
5.06E-53	60	2.81E-41	1.00E+00
5.88E-53	60	1.19E-43	1.00E+00
5.88E-53	60	1.19E-43	1.00E+00
2.39E-52	60	1.00E+00	1.00E+00
2.00E-53	60	1.60E-38	1.00E+00
2.20E-52	60	1.00E+00	1.94E-42
2.48E-52	60	1.00E+00	1.06E-41
6.19E-53	60	1.06E-41	1.00E+00
2.50E-52	60	8.04E-43	1.00E+00
2.21E-52	60	1.06E-41	1.00E+00
2.81E-52	60	8.04E-43	1.00E+00
1.57E-52	60	1.08E-36	1.00E+00
3.95E-52	60	2.80E-43	1.00E+00
1.25E-52	60	1.94E-42	1.00E+00
9.73E-53	60	1.06E-41	1.00E+00
9.38E-53	60	1.08E-36	1.00E+00
4.81E-52	60	1.06E-41	1.00E+00
4.84E-52	60	1.00E+00	3.68E-46
4.84E-52	60	3.68E-46	1.00E+00
6.74E-53	60	1.60E-38	1.00E+00
1.06E-52	60	1.06E-41	1.00E+00
1.06E-52	60	1.00E+00	2.80E-43
1.47E-52	60	2.81E-41	1.00E+00
7.44E-53	60	9.64E-44	1.05E-41
7.44E-53	60	9.64E-44	1.05E-41
3.49E-52	60	1.08E-36	1.00E+00
7.44E-53	60	9.64E-44	1.05E-41
3.53E-52	60	1.06E-41	1.00E+00
1.59E-56	60	1.00E+00	1.53E-50
5.13E-52	60	4.44E-36	1.00E+00
1.34E-52	60	7.51E-39	1.00E+00
5.18E-52	60	7.79E-47	1.00E+00
3.09E-52	60	1.94E-42	1.00E+00
3.72E-52	60	1.94E-42	1.00E+00
4.44E-52	60	1.06E-41	1.00E+00
2.31E-54	60	3.53E-40	1.60E-38
2.31E-54	60	3.53E-40	1.60E-38
1.29E-52	60	8.04E-43	1.00E+00
3.48E-53	60	9.64E-44	1.60E-41
1.29E-52	60	8.04E-43	1.00E+00
1.29E-52	60	8.04E-43	1.00E+00
2.78E-52	60	4.40E-44	1.00E+00
1.83E-52	60	8.04E-43	1.00E+00
1.11E-52	60	4.40E-44	1.00E+00
1.29E-52	60	8.04E-43	1.00E+00
1.29E-52	60	8.04E-43	1.00E+00
2.85E-52	60	1.00E+00	4.40E-44
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
3.06E-53	60	5.07E-46	4.09E-37
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
2.31E-52	60	3.68E-46	1.00E+00
3.27E-52	60	1.00E+00	2.63E-42
4.01E-52	60	1.00E+00	5.92E-39
1.14E-52	60	1.06E-41	1.00E+00
4.01E-52	60	1.00E+00	5.92E-39
1.47E-52	60	1.00E+00	2.51E-40
3.00E-52	60	5.49E-43	1.00E+00
1.47E-52	60	3.68E-46	1.00E+00
1.47E-52	60	3.68E-46	1.00E+00
4.11E-52	60	1.94E-42	1.00E+00
2.48E-52	60	1.94E-42	1.00E+00
3.23E-53	60	1.00E+00	1.53E-50
1.20E-52	60	2.51E-40	1.00E+00
5.11E-52	60	2.80E-43	1.00E+00
2.59E-52	60	1.06E-41	1.00E+00
3.80E-52	60	1.09E-36	1.00E+00
7.09E-53	60	1.00E+00	2.51E-40
6.12E-52	60	2.80E-43	1.00E+00
2.72E-52	60	2.80E-43	1.00E+00
1.93E-52	60	8.04E-43	1.00E+00
4.18E-52	60	1.00E+00	5.78E-38
1.93E-52	60	8.04E-43	1.00E+00
7.06E-52	60	8.04E-43	1.00E+00
1.04E-51	60	3.04E-37	1.00E+00
1.04E-51	60	3.04E-37	1.00E+00
1.04E-51	60	3.04E-37	1.00E+00
5.03E-53	60	1.00E+00	1.53E-50
5.03E-53	60	1.00E+00	1.53E-50
5.03E-53	60	1.00E+00	1.53E-50
6.15E-56	60	1.00E+00	1.53E-50
5.73E-52	60	3.68E-46	1.00E+00
3.02E-52	60	2.63E-42	1.00E+00
5.73E-52	60	3.68E-46	1.00E+00
2.59E-53	60	1.00E+00	1.53E-50
5.80E-52	60	1.06E-41	1.00E+00
2.59E-53	60	1.00E+00	1.53E-50
5.99E-52	60	1.00E+00	1.94E-42
5.95E-52	60	4.40E-44	1.00E+00
5.99E-52	60	1.94E-42	1.00E+00
6.99E-52	60	1.06E-41	1.00E+00
5.17E-52	60	1.00E+00	1.94E-42
9.11E-52	60	2.80E-43	1.00E+00
6.99E-52	60	2.80E-43	1.00E+00
9.64E-53	60	8.04E-43	1.00E+00
1.14E-52	60	1.00E+00	7.79E-47
6.80E-55	60	1.00E+00	1.53E-50
3.12E-53	60	8.04E-43	1.00E+00
8.14E-52	60	1.00E+00	5.92E-39
6.53E-52	60	4.12E-39	1.00E+00
8.15E-52	60	1.59E-40	1.00E+00
1.83E-52	60	1.06E-41	1.00E+00
4.99E-52	60	1.63E-40	1.00E+00
7.08E-52	60	1.06E-41	1.00E+00
5.43E-53	60	1.49E-41	4.09E-37
1.17E-51	60	1.94E-42	1.00E+00
